title,location,country,city,stars,rating,ratings_no,date,duration,airport,food,price,old_price
Three Corners Fayrouz Plaza,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,5.5,110,12.12.2023,8,Katowice,All inclusive,3392.0,3642.0
Park Hotel Golden Beach,Wypoczynek Bułgaria: Złote Piaski,Bułgaria, Złote Piaski,4.0,4.6,97,30.06.2023,8,Katowice,All inclusive,3395.0,
Caribbean Soma Bay (ex. Caribbean World Resort),Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.3,94,14.05.2023,5,Katowice,All inclusive,3398.0,
"Andaluzja dla Wygodnych, Playacapricho",Objazd + wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,,5.2,76,15.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3399.0,
Ibis Deira,Wypoczynek Zjednoczone Emiraty Arabskie: Dubaj,Zjednoczone Emiraty Arabskie, Dubaj,3.0,5.0,35,24.11.2023,8,Katowice,Śniadania,3400.0,3600.0
Hotel Marhaba Beach,Wypoczynek Tunezja: Susa,Tunezja, Susa,4.0,4.5,5,19.10.2023,8,Katowice,All inclusive,3401.0,
Dessole Dolphin Bay Resort,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,4.0,5.2,88,14.05.2023,8,Poznań,All inclusive,3402.0,
Ideal Prime Beach Hotel,Wypoczynek Turcja: Marmaris,Turcja, Marmaris,5.0,4.7,3,08.05.2023,8,Katowice,All inclusive,3410.0,
Club Tuana,Wypoczynek Turcja,Turcja,,5.0,5.5,25,08.05.2023,8,Katowice,Ultra All Inclusive,3411.0,
Włochy - Top Italia - Od Neapolu po Wenecję,Objazd + wypoczynek Włochy: Lacjum - Toskania - Wenecja Euganejska - Kampania - Umbria,Włochy, Lacjum - Toskania - Wenecja Euganejska - Kampania - Umbria,,4.9,133,09.07.2023,8,Katowice,Śniadania,3411.0,
Aldemar Knossos Royal,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,5.0,5.6,45,07.05.2023,8,Wrocław,All inclusive,3416.0,
Barcelo Tiran Sharm Resort,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,5.0,18,16.12.2023,8,Katowice,All inclusive,3421.0,3671.0
Sailors Beach Club,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.7,10,13.05.2023,8,Wrocław,All inclusive,3424.0,
Dome Hotel,Wypoczynek Cypr i Cypr Północny,Cypr i Cypr Północny,,4.0,,0,06.05.2023,8,Katowice,Śniadania,3426.0,
Błękitna Północ,Objazd + wypoczynek Maroko,Maroko,,,5.2,3,01.12.2023,8,Katowice,Śniadania i obiadokolacje,3428.0,3628.0
Baikal,Wypoczynek Bułgaria: Słoneczny Brzeg,Bułgaria, Słoneczny Brzeg,3.5,5.4,96,12.09.2023,8,Gdańsk,All inclusive,3428.0,
Grand Tala Bay Resort,Wypoczynek Jordania: Aqaba,Jordania, Aqaba,5.0,4.4,5,11.12.2023,8,Katowice,All inclusive,3429.0,3779.0
HTop Calella Palace,Wypoczynek Hiszpania: Costa Brava - Costa del Maresme,Hiszpania, Costa Brava - Costa del Maresme,4.0,5.1,136,20.09.2023,8,Katowice,All inclusive,3429.0,
Aqua Batumi,Wypoczynek Gruzja: Batumi,Gruzja, Batumi,4.0,4.1,4,26.09.2023,8,Warszawa Chopin,Śniadania,3429.0,
Aqua Fantasy,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,,0,07.05.2023,8,Warszawa Chopin,All inclusive,3429.0,
Mediteran Becici,Wypoczynek Czarnogóra: Budva - Podgorica,Czarnogóra, Budva - Podgorica,4.0,,0,25.05.2023,8,Katowice,Śniadania,3430.0,
Akrathos Beach,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,4.0,5.3,109,13.05.2023,8,Warszawa Chopin,All inclusive,3430.0,
Suncity Hotel & Beach Club,Wypoczynek Turcja: Marmaris,Turcja, Marmaris,4.0,5.8,3,08.05.2023,8,Katowice,All inclusive,3431.0,
Amphoras Beach (ex. Shores Amphoras),Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,5.1,12,09.12.2023,8,Katowice,All inclusive,3431.0,3681.0
Bella Toskania,Objazd Włochy: Lacjum - Toskania,Włochy, Lacjum - Toskania,,5.2,3,08.09.2023,7,Warszawa Chopin,Śniadania,3431.0,
Nano,Wypoczynek Chorwacja: Makarska Riwiera,Chorwacja, Makarska Riwiera,4.0,4.9,126,08.06.2023,8,Katowice,Śniadania i obiadokolacje,3432.0,
Barcelo Hydra Beach,Wypoczynek Grecja: Peloponez,Grecja, Peloponez,5.0,5.6,6,30.05.2023,8,Katowice,All inclusive,3435.0,
Sentido Djerba Beach,Wypoczynek Tunezja: Djerba,Tunezja, Djerba,4.0,5.3,6,19.10.2023,8,Katowice,All inclusive,3437.0,
Zachodnia Grecja i Wyspy M.Jońskiego,Objazd + wypoczynek Grecja: Peloponez - Korfu,Grecja, Peloponez - Korfu,,5.2,48,26.09.2023,8,Katowice,Śniadania,3440.0,
Albatros Palace Resort,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.4,34,17.12.2023,5,Katowice,All inclusive,3445.0,3745.0
HOTEL PUNTA,Wypoczynek Chorwacja: Kastelanska Riwiera,Chorwacja, Kastelanska Riwiera,4.0,,0,15.06.2023,8,Warszawa Chopin,Śniadania,3447.0,
Malo More Resort,Wypoczynek Chorwacja,Chorwacja,,3.0,,0,22.06.2023,8,Katowice,Bez wyżywienia,3448.0,
Monumental Plaza,Wypoczynek Portugalia: Madera,Portugalia, Madera,4.0,,0,16.12.2023,8,Katowice,Bez wyżywienia,3448.0,3848.0
Apollon Windmill (ex. Boheme),Wypoczynek Grecja: Kos,Grecja, Kos,4.0,5.5,296,07.10.2023,8,Warszawa Chopin,All inclusive,3450.0,
Jaz Grand Marsa (ex. Jaz Grand Resta),Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,5.5,56,30.05.2023,5,Warszawa Chopin,All inclusive,3450.0,
Chorwacja bez pośpiechu,Objazd + wypoczynek Chorwacja: Makarska Riwiera,Chorwacja, Makarska Riwiera,,4.8,83,13.07.2023,8,Katowice,Śniadania i obiadokolacje,3451.0,
Kriopigi,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,4.0,,0,13.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3451.0,
Dead Sea Spa Hotel,Wypoczynek Jordania: Morze Martwe,Jordania, Morze Martwe,4.0,6.0,1,11.12.2023,8,Katowice,Śniadania i obiadokolacje,3452.0,3702.0
Tahiti Playa,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,4.0,5.5,6,27.09.2023,8,Katowice,Śniadania,3455.0,
Amphoras Blu (ex. Shores Aloha Resort),Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,4.0,4.9,41,09.12.2023,8,Katowice,All inclusive,3456.0,3706.0
La Scogliera,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,3.0,5.0,10,18.06.2023,8,Katowice,Śniadania i obiadokolacje,3456.0,
Almyrida Residence,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,4.0,6.0,1,08.10.2023,8,Katowice,Śniadania i obiadokolacje,3459.0,
Kefaluka Resort,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,5.6,28,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,3460.0,
Poseidon Beach,Wypoczynek Grecja: Zakynthos,Grecja, Zakynthos,4.0,4.9,169,12.05.2023,8,Poznań,All inclusive,3461.0,
IBEROSTAR Selection Kantaoui Bay,Wypoczynek Tunezja: Susa,Tunezja, Susa,5.0,5.7,15,07.05.2023,8,Katowice,All inclusive,3461.0,
Be Live Adults Only Tenerife,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.3,49,14.12.2023,8,Katowice,Śniadania i obiadokolacje,3463.0,3913.0
Jaz Casa del Mar Beach,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.8,2,17.12.2023,5,Katowice,All inclusive,3463.0,3763.0
Ralitsa Aquaclub,Wypoczynek Bułgaria: Albena,Bułgaria, Albena,4.0,4.5,1,12.09.2023,8,Wrocław,Ultra All Inclusive,3466.0,
Evenia Olympic Park,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,4.0,5.2,191,27.09.2023,8,Katowice,All inclusive,3471.0,
Melia Fuerteventura,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.5,5.6,9,11.12.2023,8,Katowice,Śniadania i obiadokolacje,3471.0,4071.0
LABRANDA Les Dunes d'Or,Wypoczynek Maroko: Agadir,Maroko, Agadir,4.5,4.9,83,15.12.2023,8,Katowice,All inclusive,3474.0,3974.0
Sharm Grand Plaza,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,5.3,82,16.12.2023,8,Katowice,All inclusive,3476.0,3726.0
Palia Sa Coma Playa,Wypoczynek Hiszpania: Majorka,Hiszpania, Majorka,4.0,4.9,128,07.05.2023,8,Warszawa Chopin,All inclusive,3479.0,
Virginia Hotel,Wypoczynek Grecja: Rodos,Grecja, Rodos,4.0,5.1,26,19.05.2023,8,Warszawa Chopin,All inclusive,3480.0,
Panorama,Wypoczynek Gruzja: Batumi,Gruzja, Batumi,3.0,4.2,59,26.09.2023,8,Warszawa Chopin,"Śniadania, obiady i kolacje",3480.0,
Aldemar Olympian Village,Wypoczynek Grecja: Peloponez,Grecja, Peloponez,5.0,5.4,85,16.05.2023,8,Warszawa Chopin,All inclusive,3480.0,
Atzavara Hotel & Spa,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,5.0,,0,13.05.2023,8,Warszawa Chopin,Śniadania,3480.0,
Hilton Nubian,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,5.5,173,30.05.2023,5,Warszawa Chopin,All inclusive,3480.0,
Era Palace,Wypoczynek Gruzja: Batumi,Gruzja, Batumi,4.0,4.4,4,26.09.2023,8,Warszawa Chopin,Śniadania,3480.0,
Madeira Bright Star,Wypoczynek Portugalia: Madera,Portugalia, Madera,4.0,6.0,1,16.12.2023,8,Katowice,Śniadania,3481.0,3881.0
Lito Beach,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,3.0,6.0,3,08.10.2023,8,Katowice,Bez wyżywienia,3485.0,
Hotel Kalos,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,3.0,,0,18.06.2023,8,Katowice,Śniadania,3485.0,
LABRANDA Aloe Club Resort,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,3.5,5.3,187,11.12.2023,8,Katowice,All inclusive,3488.0,4088.0
Astoria,Wypoczynek Bułgaria: Słoneczny Brzeg,Bułgaria, Słoneczny Brzeg,4.0,,0,12.09.2023,8,Gdańsk,Ultra All Inclusive,3491.0,
San Pietro,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,3.0,4.8,49,18.06.2023,8,Katowice,Śniadania i obiadokolacje,3498.0,
Hotel & Villas Plat,Wypoczynek Chorwacja: Dalmacja,Chorwacja, Dalmacja,3.5,4.3,82,08.06.2023,8,Katowice,All Inclusive light,3498.0,
Abora Continental,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,3.5,5.4,157,12.12.2023,8,Katowice,All inclusive,3499.0,3899.0
Lutania Beach,Wypoczynek Grecja: Rodos,Grecja, Rodos,4.0,4.9,37,19.05.2023,8,Warszawa Chopin,All inclusive,3500.0,
Aminess Liburna,Wypoczynek Chorwacja: Korcula,Chorwacja, Korcula,4.0,4.4,4,28.09.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3501.0,
Riu Tikida Dunas,Wypoczynek Maroko: Agadir,Maroko, Agadir,4.0,4.9,15,15.12.2023,8,Katowice,All inclusive,3502.0,4002.0
Steigenberger Al Dau Beach,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.9,28,17.12.2023,5,Katowice,All inclusive,3502.0,3802.0
Movenpick Resort City of Aqaba,Wypoczynek Jordania: Aqaba,Jordania, Aqaba,5.0,6.0,1,11.12.2023,8,Katowice,Śniadania,3504.0,3804.0
Kairaba Mythos Hotel&Spa,Wypoczynek Grecja: Korfu,Grecja, Korfu,5.0,5.7,17,13.05.2023,8,Poznań,All inclusive,3508.0,
Adriatic Biograd na Moru,Wypoczynek Chorwacja: Kastelanska Riwiera,Chorwacja, Kastelanska Riwiera,3.0,4.5,1,07.09.2023,8,Katowice,Śniadania,3518.0,
"Andaluzja dla Wygodnych, Playadulce",Objazd + wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,,5.2,100,15.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3520.0,
Water Valley By Neverland,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,,0,17.12.2023,5,Katowice,All inclusive,3521.0,3821.0
Jiva Beach Resort,Wypoczynek Turcja: Marmaris - Dalaman,Turcja, Marmaris - Dalaman,5.0,5.8,115,16.10.2023,8,Katowice,Ultra All Inclusive,3521.0,
May Beach Hotel,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,4.0,4.6,4,08.10.2023,8,Katowice,Śniadania i obiadokolacje,3522.0,
GHT Maritim,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,4.0,5.7,7,16.09.2023,8,Katowice,Śniadania,3526.0,
Admiral De Luxe,Wypoczynek Grecja: Zakynthos,Grecja, Zakynthos,4.5,,0,16.06.2023,8,Warszawa Chopin,All inclusive,3529.0,
Bałkany - 4 żywioły,"Objazd + wypoczynek Chorwacja, Czarnogóra, Albania, Macedonia, Kosovo","Chorwacja, Czarnogóra, Albania, Macedonia, Kosovo",,,5.4,117,15.06.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3529.0,
Playacapricho,Wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,4.0,5.2,76,22.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3530.0,
Chatur Playa Real Resort,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.0,386,15.05.2023,8,Warszawa Chopin,All inclusive,3530.0,
Smy Puerto de la Cruz,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.4,13,14.12.2023,8,Katowice,,3535.0,4035.0
Globales Costa Tropical,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,3.0,5.5,12,11.12.2023,8,Katowice,,3538.0,3988.0
Cabana Blu Hotel & Suites,Wypoczynek Grecja: Kos,Grecja, Kos,5.0,5.0,12,06.06.2023,8,Warszawa Chopin,All inclusive,3543.0,
Quinta Bela Sao Tiago,Wypoczynek Portugalia: Madera,Portugalia, Madera,4.0,4.9,82,06.05.2023,8,Katowice,Śniadania i obiadokolacje,3550.0,
Baia Bodrum Hotel,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,,0,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,3550.0,
Mediterranean Princess,Wypoczynek Grecja: Riwiera Olimpijska,Grecja, Riwiera Olimpijska,4.0,6.0,4,13.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3550.0,
Astir Beach Kreta,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,4.0,5.5,32,21.06.2023,8,Warszawa Chopin,All inclusive,3551.0,
Ire Palace,Wypoczynek Gruzja: Batumi,Gruzja, Batumi,4.0,4.8,20,26.09.2023,8,Warszawa Chopin,Śniadania,3551.0,
Long Beach Resort and Spa,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.5,37,28.10.2023,8,Katowice,Ultra All Inclusive,3558.0,
Palia Don Pedro,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,3.0,4.6,105,07.12.2023,8,Katowice,All inclusive,3560.0,3910.0
Kairaba Sandy Villas,Wypoczynek Grecja: Korfu,Grecja, Korfu,5.0,5.8,23,06.05.2023,8,Warszawa Chopin,All inclusive,3560.0,
Atlantic Hotel,Wypoczynek Maroko: Agadir,Maroko, Agadir,4.0,,0,05.05.2023,8,Katowice,Śniadania i obiadokolacje,3562.0,
Corallium Beach,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,4.0,5.7,7,12.12.2023,8,Katowice,Śniadania,3565.0,3965.0
Stacija,Wypoczynek Chorwacja: Kastelanska Riwiera - Dalmacja,Chorwacja, Kastelanska Riwiera - Dalmacja,3.0,5.3,10,14.09.2023,8,Katowice,Śniadania,3567.0,
Movenpick Resort & Spa Tala Bay,Wypoczynek Jordania: Aqaba,Jordania, Aqaba,5.0,6.0,1,11.12.2023,8,Katowice,Śniadania,3572.0,3872.0
Hyatt Regency Aqaba,Wypoczynek Jordania: Aqaba,Jordania, Aqaba,5.0,5.4,6,11.12.2023,8,Katowice,Śniadania,3575.0,3875.0
Rosamar Garden Resort,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,4.0,5.0,56,27.05.2023,8,Warszawa Chopin,All inclusive,3579.0,
Astarea,Wypoczynek Chorwacja,Chorwacja,,3.0,4.6,6,28.09.2023,8,Warszawa Chopin,Śniadania,3579.0,
Kipriotis Maris,Wypoczynek Grecja: Kos,Grecja, Kos,5.0,5.0,20,03.10.2023,8,Warszawa Chopin,All inclusive,3580.0,
Grand Yazici Club Turban,Wypoczynek Turcja: Marmaris - Dalaman,Turcja, Marmaris - Dalaman,4.5,5.3,6,08.05.2023,8,Katowice,All inclusive,3582.0,
Flamingo Grand Hotel & Spa,Wypoczynek Bułgaria: Albena,Bułgaria, Albena,5.0,,0,12.09.2023,8,Wrocław,Śniadania i obiadokolacje,3583.0,
Calimera Ralitsa Superior,Wypoczynek Bułgaria: Albena,Bułgaria, Albena,4.0,,0,12.09.2023,8,Wrocław,Ultra All Inclusive,3585.0,
LABRANDA Bahia de Lobos,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.5,5.3,134,11.12.2023,8,Katowice,All inclusive,3587.0,3987.0
Marina Grand Beach,Wypoczynek Bułgaria: Złote Piaski,Bułgaria, Złote Piaski,4.0,,0,12.09.2023,8,Wrocław,All inclusive,3596.0,
Charmillion Aqua Park (ex. Sea Club Aquapark),Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,4.5,5.0,20,16.12.2023,8,Katowice,All inclusive,3596.0,3846.0
Roma & Napoli - Odlotowe Stolice Italii,Objazd Włochy: Lacjum - Kampania - Capri - Castelli Romani,Włochy, Lacjum - Kampania - Capri - Castelli Romani,,4.4,35,02.07.2023,8,Katowice,Śniadania,3599.0,
Playadulce,Wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,4.0,5.2,100,01.05.2023,15,Warszawa Chopin,Śniadania i obiadokolacje,3601.0,
Amadria Park Camping Sibenik Apartments (ex. Solaris Villas Kornati),Wypoczynek Chorwacja,Chorwacja,,4.0,,0,14.09.2023,8,Katowice,Bez wyżywienia,3612.0,
Auramar Beach Resort,Wypoczynek Portugalia: Algarve,Portugalia, Algarve,3.0,5.1,91,08.05.2023,8,Warszawa Chopin,All inclusive,3613.0,
Limak Limra Hotel&Resort,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,21.10.2023,8,Katowice,Ultra All Inclusive,3613.0,
IBEROSTAR Diar El Andalous,Wypoczynek Tunezja: Susa,Tunezja, Susa,5.0,5.3,30,18.05.2023,8,Katowice,All inclusive,3619.0,
Hilton Dead Sea Resort & Spa,Wypoczynek Jordania: Morze Martwe,Jordania, Morze Martwe,5.0,,0,11.12.2023,8,Katowice,Śniadania,3622.0,3872.0
Movenpick Resort And Spa Dead Sea,Wypoczynek Jordania: Morze Martwe,Jordania, Morze Martwe,5.0,,0,11.12.2023,8,Katowice,Śniadania,3622.0,3872.0
Holiday Inn Resort Dead Sea,Wypoczynek Jordania: Morze Martwe,Jordania, Morze Martwe,5.0,5.7,3,11.12.2023,8,Katowice,Śniadania i obiadokolacje,3622.0,3872.0
Wyspy Eptanisa,Objazd + wypoczynek Grecja: Zakynthos - Lefkada - Kefalonia,Grecja, Zakynthos - Lefkada - Kefalonia,,5.2,87,05.05.2023,8,Katowice,Śniadania,3624.0,
Dreams Beach,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,3.7,19,16.12.2023,8,Katowice,All inclusive,3624.0,3874.0
MD Hotel by Gewan  (ex. Cassells Al Barsha),Wypoczynek Zjednoczone Emiraty Arabskie: Dubaj,Zjednoczone Emiraty Arabskie, Dubaj,4.0,4.6,13,15.12.2023,8,Katowice,Śniadania,3630.0,3830.0
Coral Sea Aqua Club,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,4.5,6.0,1,16.12.2023,8,Katowice,All inclusive,3630.0,3880.0
Radisson Blu Palace Resort & Thalasso,Wypoczynek Tunezja: Djerba,Tunezja, Djerba,5.0,5.5,2,19.10.2023,8,Katowice,All inclusive,3637.0,
IBEROSTAR Creta Panorama & Mare,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,4.5,5.5,11,08.10.2023,8,Katowice,Śniadania i obiadokolacje,3637.0,
Hotel Alexander,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,3.0,,0,17.09.2023,8,Katowice,Śniadania,3643.0,
Aparthotel Club Simo,Wypoczynek Hiszpania: Majorka,Hiszpania, Majorka,3.0,,0,27.09.2023,8,Gdańsk,Śniadania,3643.0,
Vrissiana Beach Hotel,Wypoczynek Cypr: Cypr południowy,Cypr, Cypr południowy,5.0,5.2,115,06.05.2023,8,Katowice,All inclusive,3644.0,
Ilirija Biograd na Moru,Wypoczynek Chorwacja: Kastelanska Riwiera,Chorwacja, Kastelanska Riwiera,4.0,5.0,2,07.09.2023,8,Katowice,Śniadania,3645.0,
Xperia Saray Beach,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,5.0,13,13.05.2023,8,Wrocław,All inclusive,3645.0,
Jaz Sharm Dreams Resort,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,,0,16.12.2023,8,Katowice,All inclusive,3649.0,3949.0
Bluesun Maestral,Wypoczynek Chorwacja,Chorwacja,,3.0,,0,28.09.2023,8,Warszawa Chopin,Śniadania,3650.0,
Lindos Grand Resort & Spa,Wypoczynek Grecja: Rodos,Grecja, Rodos,5.0,,0,05.05.2023,4,Katowice,Śniadania,3661.0,
HTop Pineda Palace,Wypoczynek Hiszpania: Costa Brava - Costa del Maresme,Hiszpania, Costa Brava - Costa del Maresme,4.0,5.2,58,20.05.2023,8,Warszawa Chopin,All inclusive,3661.0,
Movenpick Resort & Marine Spa Sousse,Wypoczynek Tunezja: Susa,Tunezja, Susa,5.0,4.8,21,11.05.2023,8,Katowice,All inclusive,3661.0,
Parrotel Beach Resort (ex Radisson Blu Resort Sharm),Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,5.2,25,16.12.2023,8,Katowice,All inclusive,3668.0,3918.0
HVD Viva Club,Wypoczynek Bułgaria: Złote Piaski,Bułgaria, Złote Piaski,4.0,,0,12.09.2023,8,Wrocław,Ultra All Inclusive,3677.0,
Charmillion Club Resort,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,4.4,6,16.12.2023,8,Katowice,All inclusive,3681.0,3931.0
Be Live Experience Orotava,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.2,32,14.12.2023,8,Katowice,Śniadania i obiadokolacje,3685.0,3985.0
Hotel Orizzonte Blu,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,3.0,4.5,11,24.09.2023,8,Katowice,HB Plus,3685.0,
Novotel Deira City Centre,Wypoczynek Zjednoczone Emiraty Arabskie: Dubaj,Zjednoczone Emiraty Arabskie, Dubaj,4.0,5.4,13,30.08.2023,8,Kraków,Śniadania,3686.0,
Jaz Dar El Madina,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,4.0,,0,12.12.2023,8,Katowice,All inclusive,3692.0,3942.0
Egzotyka Light – Emiraty Arabskie z Abu Dhabi,Objazd + wypoczynek Zjednoczone Emiraty Arabskie: Abu Dhabi,Zjednoczone Emiraty Arabskie, Abu Dhabi,,,0,15.12.2023,3,Katowice,Śniadania,3696.0,3996.0
Pestana Casino Park,Wypoczynek Portugalia: Madera,Portugalia, Madera,5.0,,0,16.12.2023,8,Katowice,Śniadania,3699.0,4099.0
California by Aycon,Wypoczynek Czarnogóra,Czarnogóra,,5.0,,0,11.05.2023,8,Warszawa Chopin,Śniadania,3700.0,
ALEGRIA Mar Mediterrania,Wypoczynek Hiszpania: Costa Brava - Costa del Maresme,Hiszpania, Costa Brava - Costa del Maresme,4.5,5.3,17,27.09.2023,8,Katowice,Śniadania i obiadokolacje,3711.0,
The Dome Beach Hotel,Wypoczynek Cypr: Cypr południowy,Cypr, Cypr południowy,5.0,4.9,127,27.05.2023,8,Katowice,All inclusive,3712.0,
San Domenico,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,3.0,5.1,57,17.09.2023,8,Katowice,Bez wyżywienia,3715.0,
Istion Club & SPA,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,5.0,5.4,5,30.09.2023,8,Katowice,Śniadania i obiadokolacje,3716.0,
Sycylia – Boskie Południe,Objazd + wypoczynek Włochy: Sycylia,Włochy, Sycylia,,,0,17.09.2023,8,Katowice,Śniadania,3719.0,
The orangers Beach Resort & Bungalows,Wypoczynek Tunezja: Nabul,Tunezja, Nabul,4.0,,0,22.06.2023,8,Katowice,All inclusive,3723.0,
Izrael nie tylko dla pielgrzymów,Objazd Izrael: Jerozolima - Dystrykt Północny - Tel Awiw,Izrael, Jerozolima - Dystrykt Północny - Tel Awiw,,5.3,419,15.12.2023,8,Katowice,Śniadania i obiadokolacje,3723.0,3973.0
Valamar Club Dubrovnik,Wypoczynek Chorwacja,Chorwacja,,3.0,,0,28.09.2023,8,Warszawa Chopin,All Inclusive Soft,3729.0,
"Andaluzja dla Wygodnych, Playasol Aquapark SPA",Objazd + wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,,5.1,179,09.10.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3729.0,
"Andaluzja dla Wygodnych, Playalinda",Objazd + wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,,5.0,54,09.10.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,3729.0,
Labranda Marine Aquapark,Wypoczynek Grecja: Kos,Grecja, Kos,4.5,5.2,83,30.09.2023,8,Warszawa Chopin,All inclusive,3730.0,
Osmine,Wypoczynek Chorwacja: Dubrownik,Chorwacja, Dubrownik,4.5,5.4,149,04.05.2023,8,Warszawa Chopin,All inclusive,3730.0,
Villa Side Residence,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,22.10.2023,8,Wrocław,Ultra All Inclusive,3732.0,
Albatros Palace Port Ghalib,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,5.4,13,12.12.2023,8,Katowice,All inclusive,3743.0,4043.0
Kirman Arycanda De Luxe Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.3,19,18.11.2023,8,Katowice,Ultra All Inclusive,3747.0,4147.0
